Date,Close,Next Day Close,Rendement
2020-05-14 00:00:00-04:00,205.83987426757812,209.8907928466797,0.019679950706905498
2020-05-15 00:00:00-04:00,209.8907928466797,212.18995666503906,0.010954095637910426
2020-05-18 00:00:00-04:00,212.18995666503906,215.86264038085938,0.017308471020699507
2020-05-19 00:00:00-04:00,215.86264038085938,228.89122009277344,0.06035588042899392
2020-05-20 00:00:00-04:00,228.89122009277344,230.3045654296875,0.00617474683537975
2020-05-21 00:00:00-04:00,230.3045654296875,233.80804443359375,0.015212373221389177
2020-05-22 00:00:00-04:00,233.80804443359375,231.1107940673828,-0.011536174355100137
2020-05-26 00:00:00-04:00,231.1107940673828,228.0651397705078,-0.013178329939825342
2020-05-27 00:00:00-04:00,228.0651397705078,224.4023895263672,-0.016060105669048298
2020-05-28 00:00:00-04:00,224.4023895263672,224.0341339111328,-0.0016410503293286239
2020-05-29 00:00:00-04:00,224.0341339111328,230.82215881347656,0.030299065521133234
2020-06-01 00:00:00-04:00,230.82215881347656,231.62831115722656,0.0034925257951574653
2020-06-02 00:00:00-04:00,231.62831115722656,229.08033752441406,-0.011000268577198949
2020-06-03 00:00:00-04:00,229.08033752441406,225.22850036621094,-0.016814350807356472
2020-06-04 00:00:00-04:00,225.22850036621094,229.6875,0.019797670483704056
2020-06-05 00:00:00-04:00,229.6875,230.3145294189453,0.00272992400085034
2020-06-08 00:00:00-04:00,230.3145294189453,237.5504150390625,0.03141740835184137
2020-06-09 00:00:00-04:00,237.5504150390625,235.6195068359375,-0.008128414352833202
2020-06-10 00:00:00-04:00,235.6195068359375,223.37721252441406,-0.051957898036208774
2020-06-11 00:00:00-04:00,223.37721252441406,227.50775146484375,0.018491317416624308
2020-06-12 00:00:00-04:00,227.50775146484375,231.40936279296875,0.017149355584607003
2020-06-15 00:00:00-04:00,231.40936279296875,234.54457092285156,0.013548320137278707
2020-06-16 00:00:00-04:00,234.54457092285156,234.42515563964844,-0.0005091368464990141
2020-06-17 00:00:00-04:00,234.42515563964844,234.83322143554688,0.001740708222140223
2020-06-18 00:00:00-04:00,234.83322143554688,237.66986083984375,0.01207937866267967
2020-06-19 00:00:00-04:00,237.66986083984375,238.09783935546875,0.0018007269163732866
2020-06-22 00:00:00-04:00,238.09783935546875,241.1036834716797,0.012624407362736944
2020-06-23 00:00:00-04:00,241.1036834716797,232.9222412109375,-0.03393329435260656
2020-06-24 00:00:00-04:00,232.9222412109375,234.57443237304688,0.0070933164369354
2020-06-25 00:00:00-04:00,234.57443237304688,215.06639099121094,-0.08316354508240709
2020-06-26 00:00:00-04:00,215.06639099121094,219.60501098632812,0.021103343828848955
2020-06-29 00:00:00-04:00,219.60501098632812,226.00485229492188,0.029142510363719263
2020-06-30 00:00:00-04:00,226.00485229492188,236.4356689453125,0.04615306505357273
2020-07-01 00:00:00-04:00,236.4356689453125,232.32505798339844,-0.017385748014462427
2020-07-02 00:00:00-04:00,232.32505798339844,239.1528778076172,0.029389080469772892
2020-07-06 00:00:00-04:00,239.1528778076172,239.73016357421875,0.002413877566072824
2020-07-07 00:00:00-04:00,239.73016357421875,242.43739318847656,0.011292820118648413
2020-07-08 00:00:00-04:00,242.43739318847656,243.35308837890625,0.0037770377679230546
2020-07-09 00:00:00-04:00,243.35308837890625,243.92041015625,0.002331270094507357
2020-07-10 00:00:00-04:00,243.92041015625,237.87887573242188,-0.02476846615647314
2020-07-13 00:00:00-04:00,237.87887573242188,238.60545349121094,0.0030544021891475296
2020-07-14 00:00:00-04:00,238.60545349121094,239.1528778076172,0.0022942657361618704
2020-07-15 00:00:00-04:00,239.1528778076172,239.7998046875,0.002705076709983071
2020-07-16 00:00:00-04:00,239.7998046875,240.89466857910156,0.004565741381767832
2020-07-17 00:00:00-04:00,240.89466857910156,244.2687530517578,0.014006472175403567
2020-07-20 00:00:00-04:00,244.2687530517578,240.615966796875,-0.014953964472520266
2020-07-21 00:00:00-04:00,240.615966796875,238.74478149414062,-0.007776646444722458
2020-07-22 00:00:00-04:00,238.74478149414062,231.5089111328125,-0.030307972873977608
2020-07-23 00:00:00-04:00,231.5089111328125,229.6277618408203,-0.008125602089299301
2020-07-24 00:00:00-04:00,229.6277618408203,232.4046630859375,0.012093055399120931
2020-07-27 00:00:00-04:00,232.4046630859375,229.04052734375,-0.014475336671465692
2020-07-28 00:00:00-04:00,229.04052734375,232.1956329345703,0.013775315781058466
2020-07-29 00:00:00-04:00,232.1956329345703,233.39999389648438,0.005186837266028322
2020-07-30 00:00:00-04:00,233.39999389648438,252.4800567626953,0.08174834346685188
2020-07-31 00:00:00-04:00,252.4800567626953,250.778076171875,-0.006741049620485452
2020-08-03 00:00:00-04:00,250.778076171875,248.65806579589844,-0.008453730917544712
2020-08-04 00:00:00-04:00,248.65806579589844,247.95140075683594,-0.0028419148069885624
2020-08-05 00:00:00-04:00,247.95140075683594,264.03558349609375,0.06486828745537698
2020-08-06 00:00:00-04:00,264.03558349609375,267.1807556152344,0.011911925193928098
2020-08-07 00:00:00-04:00,267.1807556152344,261.76629638671875,-0.02026515426250594
2020-08-10 00:00:00-04:00,261.76629638671875,254.92852783203125,-0.026121653738744758
2020-08-11 00:00:00-04:00,254.92852783203125,258.6709289550781,0.014680197445429448
2020-08-12 00:00:00-04:00,258.6709289550781,260.0742492675781,0.005425117999029982
2020-08-13 00:00:00-04:00,260.0742492675781,260.0145263671875,-0.00022963788440730603
2020-08-14 00:00:00-04:00,260.0145263671875,259.9349365234375,-0.0003060976817795355
